
result 1
0: 1900 1900 | waste: 500/4300
23: 1200 2000 1100 | waste: 0/4300
24: 2250 2050 | waste: 0/4300
25: 1850 1850 | waste: 600/4300
26: 1200 1850 1250 | waste: 0/4300
27: 2000 1150 1150 | waste: 0/4300
28: 2000 1950 | waste: 350/4300
29: 1950 1950 | waste: 400/4300
30: 1950 1900 | waste: 450/4300
31: 1900 1900 | waste: 500/4300
32: 2100 2100 | waste: 100/4300
33: 1850 1200 1250 | waste: 0/4300
34: 2050 2220 | waste: 30/4300
35: 2250 2050 | waste: 0/4300
36: 1200 2000 1100 | waste: 0/4300
37: 2000 1200 1100 | waste: 0/4300
38: 2350 1950 | waste: 0/4300
39: 1900 1300 1100 | waste: 0/4300
40: 1900 1900 | waste: 500/4300
41: 1900 1900 | waste: 500/4300
42: 1900 1900 | waste: 500/4300
43: 1300 1350 1650 | waste: 0/4300
44: 2050 2250 | waste: 0/4300
45: 2100 2100 | waste: 100/4300
46: 2100 2100 | waste: 100/4300
47: 2100 2000 | waste: 200/4300
48: 2100 2100 | waste: 100/4300
49: 1350 1900 1050 | waste: 0/4300
50: 1350 1200 1700 | waste: 50/4300
51: 2100 2100 | waste: 100/4300
52: 2100 2100 | waste: 100/4300
fitness: 0.855865 total_wastage: 11370 found at: 636

result 4
0: 1950 1200 1150 | waste: 0/4300
1: 2000 2000 | waste: 300/4300
2: 2000 2220 | waste: 80/4300
3: 1950 1950 | waste: 400/4300
4: 1700 1700 | waste: 900/4300
5: 1200 2000 1100 | waste: 0/4300
6: 2000 2220 | waste: 80/4300
7: 2000 1250 1050 | waste: 0/4300
8: 2350 1950 | waste: 0/4300
9: 2350 1950 | waste: 0/4300
10: 2220 2000 | waste: 80/4300
11: 1350 1850 1100 | waste: 0/4300
12: 1700 1350 1250 | waste: 0/4300
13: 1850 1850 | waste: 600/4300
14: 2220 2050 | waste: 30/4300
15: 1100 1850 1350 | waste: 0/4300
16: 1350 1650 1300 | waste: 0/4300
17: 2100 2100 | waste: 100/4300
18: 2100 2100 | waste: 100/4300
19: 1900 1900 | waste: 500/4300
20: 1700 1350 1250 | waste: 0/4300
21: 1850 1850 | waste: 600/4300
22: 1850 1850 | waste: 600/4300
23: 1100 1900 1300 | waste: 0/4300
24: 1850 1850 | waste: 600/4300
25: 1200 1950 1150 | waste: 0/4300
26: 2250 2050 | waste: 0/4300
27: 2050 2250 | waste: 0/4300
28: 1200 2050 1050 | waste: 0/4300
29: 1100 2100 1100 | waste: 0/4300
30: 2100 1050 1150 | waste: 0/4300
31: 1900 1900 | waste: 500/4300
32: 2250 2050 | waste: 0/4300
33: 1900 1150 1250 | waste: 0/4300
34: 1900 1300 1100 | waste: 0/4300
35: 2100 2100 | waste: 100/4300
36: 2250 2050 | waste: 0/4300
37: 2100 2100 | waste: 100/4300
38: 2000 2000 | waste: 300/4300
39: 2100 2100 | waste: 100/4300
40: 1650 | waste: 2650/4300
41: 2100 2100 | waste: 100/4300
42: 1900 1900 | waste: 500/4300
43: 2000 2100 | waste: 200/4300
44: 1200 1100 2000 | waste: 0/4300
45: 1850 1250 1200 | waste: 0/4300
46: 1900 1900 | waste: 500/4300
47: 1200 1900 1200 | waste: 0/4300
48: 1900 1900 | waste: 500/4300
49: 1350 1350 1350 | waste: 250/4300
50: 1850 1850 | waste: 600/4300
51: 1900 1200 1200 | waste: 0/4300
52: 1350 1700 1250 | waste: 0/4300
fitness: 0.851436 total_wastage: 11370 found at: 492

result 5
0: 1850 1850 | waste: 600/4300
1: 2000 2220 | waste: 80/4300
2: 2100 2100 | waste: 100/4300
3: 2220 2000 | waste: 80/4300
4: 2050 1050 1200 | waste: 0/4300
5: 2000 1200 1100 | waste: 0/4300
6: 2250 2050 | waste: 0/4300
7: 2100 2100 | waste: 100/4300
8: 1850 1900 | waste: 550/4300
9: 1900 1900 | waste: 500/4300
10: 1350 1850 1100 | waste: 0/4300
11: 1700 1200 1350 | waste: 50/4300
12: 2250 2050 | waste: 0/4300
13: 1150 1700 1350 | waste: 100/4300
14: 1050 1350 1900 | waste: 0/4300
15: 2000 2000 | waste: 300/4300
16: 1250 1950 1100 | waste: 0/4300
17: 1650 1700 | waste: 950/4300
18: 1200 1900 1200 | waste: 0/4300
19: 1850 1850 | waste: 600/4300
20: 2100 2100 | waste: 100/4300
21: 1900 1900 | waste: 500/4300
22: 2250 2050 | waste: 0/4300
23: 2100 2100 | waste: 100/4300
24: 2100 2100 | waste: 100/4300
25: 2100 2100 | waste: 100/4300
26: 1850 1200 1250 | waste: 0/4300
27: 1850 1850 | waste: 600/4300
28: 1350 | waste: 2950/4300
29: 2000 1150 1150 | waste: 0/4300
30: 1350 1650 1300 | waste: 0/4300
31: 2250 2050 | waste: 0/4300
32: 2350 1950 | waste: 0/4300
33: 1900 1350 1050 | waste: 0/4300
34: 1100 2100 1100 | waste: 0/4300
35: 1950 2000 | waste: 350/4300
36: 1250 1850 1200 | waste: 0/4300
37: 1850 1850 | waste: 600/4300
38: 1100 1900 1300 | waste: 0/4300
39: 1950 2350 | waste: 0/4300
40: 1100 1900 1300 | waste: 0/4300
41: 1900 1900 | waste: 500/4300
42: 1250 1850 1200 | waste: 0/4300
43: 1250 1350 1700 | waste: 0/4300
44: 2220 2000 | waste: 80/4300
45: 2220 2050 | waste: 30/4300
46: 1900 1900 | waste: 500/4300
47: 1150 1950 1200 | waste: 0/4300
48: 1950 1900 | waste: 450/4300
49: 2000 1100 1200 | waste: 0/4300
50: 2000 2000 | waste: 300/4300
51: 1700 1350 1250 | waste: 0/4300
52: 2100 2100 | waste: 100/4300
fitness: 0.851851 total_wastage: 11370 found at: 581

result 6
0: 2250 2050 | waste: 0/4300
1: 1250 1700 1350 | waste: 0/4300
2: 1850 1850 | waste: 600/4300
3: 1200 | waste: 3100/4300
4: 1200 1900 1200 | waste: 0/4300
5: 1850 1900 | waste: 550/4300
6: 2100 2100 | waste: 100/4300
7: 2100 2100 | waste: 100/4300
8: 1900 1200 1200 | waste: 0/4300
9: 2100 1150 1050 | waste: 0/4300
10: 1150 1200 1950 | waste: 0/4300
11: 1900 1900 | waste: 500/4300
12: 2220 2000 | waste: 80/4300
13: 1900 1900 | waste: 500/4300
14: 1850 1850 | waste: 600/4300
15: 2000 1200 1100 | waste: 0/4300
16: 2100 2100 | waste: 100/4300
17: 1900 1900 | waste: 500/4300
18: 1150 1250 1900 | waste: 0/4300
19: 2100 2100 | waste: 100/4300
20: 2100 2100 | waste: 100/4300
21: 2000 1950 | waste: 350/4300
22: 1250 1950 1100 | waste: 0/4300
23: 1700 1650 | waste: 950/4300
24: 2100 2100 | waste: 100/4300
25: 1850 1100 1350 | waste: 0/4300
26: 1850 1200 1250 | waste: 0/4300
27: 2050 2250 | waste: 0/4300
28: 1350 1100 1850 | waste: 0/4300
29: 2250 2050 | waste: 0/4300
30: 2250 2050 | waste: 0/4300
31: 2050 1150 1100 | waste: 0/4300
32: 2000 2000 | waste: 300/4300
33: 2000 2220 | waste: 80/4300
34: 1900 1200 1200 | waste: 0/4300
35: 1850 1350 1100 | waste: 0/4300
36: 1050 1950 1300 | waste: 0/4300
37: 2350 1950 | waste: 0/4300
38: 2000 2000 | waste: 300/4300
39: 2000 2000 | waste: 300/4300
40: 2220 2050 | waste: 30/4300
41: 2350 1950 | waste: 0/4300
42: 2100 2100 | waste: 100/4300
43: 1300 1900 1100 | waste: 0/4300
44: 1900 1900 | waste: 500/4300
45: 1700 1350 1250 | waste: 0/4300
46: 1250 1350 1700 | waste: 0/4300
47: 1100 1850 1350 | waste: 0/4300
48: 1900 1350 1050 | waste: 0/4300
49: 1700 1850 | waste: 750/4300
50: 1850 1850 | waste: 600/4300
51: 1350 1650 1300 | waste: 0/4300
52: 2220 2000 | waste: 80/4300
fitness: 0.857269 total_wastage: 11370 found at: 765

result 7
0: 1050 2100 1150 | waste: 0/4300
1: 1900 1900 | waste: 500/4300
2: 2220 2050 | waste: 30/4300
3: 2050 2250 | waste: 0/4300
4: 1850 1850 | waste: 600/4300
5: 1850 1850 | waste: 600/4300
6: 1950 1950 | waste: 400/4300
7: 1200 1100 2000 | waste: 0/4300
8: 1900 1900 | waste: 500/4300
9: 2000 1250 1050 | waste: 0/4300
10: 2000 1100 1200 | waste: 0/4300
11: 1850 1200 1250 | waste: 0/4300
12: 1100 1850 1350 | waste: 0/4300
13: 2220 2050 | waste: 30/4300
14: 2220 2000 | waste: 80/4300
15: 1200 1900 1200 | waste: 0/4300
16: 1350 1900 1050 | waste: 0/4300
17: 1150 1300 1850 | waste: 0/4300
18: 2250 2050 | waste: 0/4300
19: 1850 1850 | waste: 600/4300
20: 1900 1900 | waste: 500/4300
21: 2000 1150 1150 | waste: 0/4300
22: 1350 1700 1250 | waste: 0/4300
23: 2250 2050 | waste: 0/4300
24: 1900 1900 | waste: 500/4300
25: 1350 | waste: 2950/4300
26: 2100 2100 | waste: 100/4300
27: 2100 2100 | waste: 100/4300
28: 1100 1350 1850 | waste: 0/4300
29: 1950 2000 | waste: 350/4300
30: 1650 1300 1350 | waste: 0/4300
31: 2250 2050 | waste: 0/4300
32: 1350 1700 1250 | waste: 0/4300
33: 1350 1850 1100 | waste: 0/4300
34: 2100 2100 | waste: 100/4300
35: 2000 1200 1100 | waste: 0/4300
36: 2100 2100 | waste: 100/4300
37: 2350 1950 | waste: 0/4300
38: 1950 1900 | waste: 450/4300
39: 1200 2000 1100 | waste: 0/4300
40: 2000 2220 | waste: 80/4300
41: 2100 2100 | waste: 100/4300
42: 1200 1900 1200 | waste: 0/4300
43: 1700 1650 | waste: 950/4300
44: 2100 2100 | waste: 100/4300
45: 1250 1700 1350 | waste: 0/4300
46: 2100 2100 | waste: 100/4300
47: 2000 2000 | waste: 300/4300
48: 2350 1950 | waste: 0/4300
49: 1250 1200 1850 | waste: 0/4300
50: 1700 1850 | waste: 750/4300
51: 1900 1300 1100 | waste: 0/4300
52: 1900 1900 | waste: 500/4300
fitness: 0.857085 total_wastage: 11370 found at: 825

result 8
0: 1900 1900 | waste: 500/4300
1: 1850 1850 | waste: 600/4300
2: 1850 1850 | waste: 600/4300
3: 1850 1250 1200 | waste: 0/4300
4: 1900 1900 | waste: 500/4300
5: 1700 1650 | waste: 950/4300
6: 1850 1700 | waste: 750/4300
7: 2000 2000 | waste: 300/4300
8: 1700 1350 1250 | waste: 0/4300
9: 1850 1850 | waste: 600/4300
10: 1200 1200 1900 | waste: 0/4300
11: 2100 2100 | waste: 100/4300
12: 2050 2250 | waste: 0/4300
13: 2100 2100 | waste: 100/4300
14: 2000 2000 | waste: 300/4300
15: 2000 1100 1200 | waste: 0/4300
16: 2250 2050 | waste: 0/4300
17: 2350 1950 | waste: 0/4300
18: 1300 1900 1100 | waste: 0/4300
19: 1250 | waste: 3050/4300
20: 2100 2100 | waste: 100/4300
21: 1900 1900 | waste: 500/4300
22: 1050 1900 1350 | waste: 0/4300
23: 1700 1350 1250 | waste: 0/4300
24: 2100 2100 | waste: 100/4300
25: 1850 1350 1100 | waste: 0/4300
26: 1200 2000 1100 | waste: 0/4300
27: 2250 2050 | waste: 0/4300
28: 1950 1200 1150 | waste: 0/4300
29: 1950 1200 1150 | waste: 0/4300
30: 1300 1900 1100 | waste: 0/4300
31: 1900 1900 | waste: 500/4300
32: 1350 1650 1300 | waste: 0/4300
33: 1950 1900 | waste: 450/4300
34: 1850 1850 | waste: 600/4300
35: 1100 1350 1850 | waste: 0/4300
36: 1250 1900 1150 | waste: 0/4300
37: 1350 1900 1050 | waste: 0/4300
38: 2220 2000 | waste: 80/4300
39: 2220 2000 | waste: 80/4300
40: 2100 2100 | waste: 100/4300
41: 2100 2100 | waste: 100/4300
42: 1200 2050 1050 | waste: 0/4300
43: 2000 2220 | waste: 80/4300
44: 1350 1250 1700 | waste: 0/4300
45: 2250 2050 | waste: 0/4300
46: 2350 1950 | waste: 0/4300
47: 1150 1950 1200 | waste: 0/4300
48: 2100 2100 | waste: 100/4300
49: 2100 2000 | waste: 200/4300
50: 2000 1200 1100 | waste: 0/4300
51: 1850 1350 1100 | waste: 0/4300
52: 2220 2050 | waste: 30/4300
fitness: 0.857292 total_wastage: 11370 found at: 672

result 9
0: 2220 2000 | waste: 80/4300
1: 1700 1700 | waste: 900/4300
2: 1350 1850 1100 | waste: 0/4300
3: 1650 1350 1300 | waste: 0/4300
4: 2250 2050 | waste: 0/4300
5: 2000 2000 | waste: 300/4300
6: 2220 2000 | waste: 80/4300
7: 1900 1900 | waste: 500/4300
8: 1200 1700 1350 | waste: 50/4300
9: 1350 1700 1250 | waste: 0/4300
10: 2250 2050 | waste: 0/4300
11: 2100 2100 | waste: 100/4300
12: 1050 1900 1350 | waste: 0/4300
13: 1250 2000 1050 | waste: 0/4300
14: 2350 1950 | waste: 0/4300
15: 2100 1100 1100 | waste: 0/4300
16: 1200 1250 1850 | waste: 0/4300
17: 1250 1700 1350 | waste: 0/4300
18: 1900 1300 1100 | waste: 0/4300
19: 1950 1200 1150 | waste: 0/4300
20: 1250 1850 1200 | waste: 0/4300
21: 1900 1900 | waste: 500/4300
22: 2050 1100 1150 | waste: 0/4300
23: 2100 1100 1100 | waste: 0/4300
24: 1900 1950 | waste: 450/4300
25: 1900 1900 | waste: 500/4300
26: 2250 2050 | waste: 0/4300
27: 1900 1900 | waste: 500/4300
28: 2220 2000 | waste: 80/4300
29: 2220 2000 | waste: 80/4300
30: 2100 2100 | waste: 100/4300
31: 2100 2000 | waste: 200/4300
32: 1200 1200 1900 | waste: 0/4300
33: 2000 2000 | waste: 300/4300
34: 1100 1200 2000 | waste: 0/4300
35: 1200 1850 1250 | waste: 0/4300
36: 1650 | waste: 2650/4300
37: 1300 1850 1150 | waste: 0/4300
38: 1900 1900 | waste: 500/4300
39: 2100 2100 | waste: 100/4300
40: 2100 2100 | waste: 100/4300
41: 2100 2100 | waste: 100/4300
42: 2350 1950 | waste: 0/4300
43: 1850 1850 | waste: 600/4300
44: 2100 2100 | waste: 100/4300
45: 2250 2050 | waste: 0/4300
46: 1350 1350 1350 | waste: 250/4300
47: 2050 1200 1050 | waste: 0/4300
48: 1850 1850 | waste: 600/4300
49: 1900 1950 | waste: 450/4300
50: 1200 1150 1950 | waste: 0/4300
51: 1850 1850 | waste: 600/4300
52: 1850 1850 | waste: 600/4300
fitness: 0.848695 total_wastage: 11370 found at: 761

result 10
0: 2350 1950 | waste: 0/4300
1: 1700 1650 | waste: 950/4300
2: 2100 2100 | waste: 100/4300
3: 2100 2100 | waste: 100/4300
4: 1650 1300 1350 | waste: 0/4300
5: 1850 1850 | waste: 600/4300
6: 1700 1250 1350 | waste: 0/4300
7: 2000 2000 | waste: 300/4300
8: 2100 2100 | waste: 100/4300
9: 2250 2050 | waste: 0/4300
10: 1950 1250 1100 | waste: 0/4300
11: 2050 2250 | waste: 0/4300
12: 1150 1900 1250 | waste: 0/4300
13: 2100 2100 | waste: 100/4300
14: 1900 1900 | waste: 500/4300
15: 1700 1350 1200 | waste: 50/4300
16: 1200 2000 1100 | waste: 0/4300
17: 1200 1900 1200 | waste: 0/4300
18: 2100 2100 | waste: 100/4300
19: 1900 1950 | waste: 450/4300
20: 1350 1900 1050 | waste: 0/4300
21: 1850 1850 | waste: 600/4300
22: 1900 1300 1100 | waste: 0/4300
23: 2050 2250 | waste: 0/4300
24: 2350 1950 | waste: 0/4300
25: 2000 2220 | waste: 80/4300
26: 1850 1150 1300 | waste: 0/4300
27: 1900 1900 | waste: 500/4300
28: 1350 | waste: 2950/4300
29: 1850 1850 | waste: 600/4300
30: 2100 2000 | waste: 200/4300
31: 2100 2100 | waste: 100/4300
32: 1700 1200 1350 | waste: 50/4300
33: 2050 2250 | waste: 0/4300
34: 2000 1200 1100 | waste: 0/4300
35: 2000 2000 | waste: 300/4300
36: 1850 1850 | waste: 600/4300
37: 1100 2100 1100 | waste: 0/4300
38: 1850 1100 1350 | waste: 0/4300
39: 2220 2050 | waste: 30/4300
40: 2220 2050 | waste: 30/4300
41: 1200 1900 1200 | waste: 0/4300
42: 1900 1900 | waste: 500/4300
43: 1100 1950 1250 | waste: 0/4300
44: 1350 1700 1250 | waste: 0/4300
45: 2220 2000 | waste: 80/4300
46: 2000 2000 | waste: 300/4300
47: 2100 1050 1150 | waste: 0/4300
48: 1150 1950 1200 | waste: 0/4300
49: 1850 1850 | waste: 600/4300
50: 1200 1250 1850 | waste: 0/4300
51: 1900 1900 | waste: 500/4300
52: 1900 1050 1350 | waste: 0/4300
fitness: 0.852585 total_wastage: 11370 found at: 426

result 11
0: 2220 2000 | waste: 80/4300
1: 2220 2000 | waste: 80/4300
2: 1700 1700 | waste: 900/4300
3: 2100 2100 | waste: 100/4300
4: 2100 2100 | waste: 100/4300
5: 1100 1200 2000 | waste: 0/4300
6: 2220 2000 | waste: 80/4300
7: 1850 1850 | waste: 600/4300
8: 1900 1850 | waste: 550/4300
9: 1350 | waste: 2950/4300
10: 1900 1900 | waste: 500/4300
11: 2100 2100 | waste: 100/4300
12: 1850 1850 | waste: 600/4300
13: 1900 1900 | waste: 500/4300
14: 2100 2100 | waste: 100/4300
15: 1700 1350 1200 | waste: 50/4300
16: 1650 1700 | waste: 950/4300
17: 1900 1900 | waste: 500/4300
18: 2100 2100 | waste: 100/4300
19: 1850 1850 | waste: 600/4300
20: 2100 2100 | waste: 100/4300
21: 2100 2100 | waste: 100/4300
22: 1100 2050 1150 | waste: 0/4300
23: 2220 2050 | waste: 30/4300
24: 2000 1950 | waste: 350/4300
25: 1250 1900 1150 | waste: 0/4300
26: 1350 1900 1050 | waste: 0/4300
27: 1300 1850 1150 | waste: 0/4300
28: 1950 1950 | waste: 400/4300
29: 1850 1350 1100 | waste: 0/4300
30: 1950 2350 | waste: 0/4300
31: 2000 2000 | waste: 300/4300
32: 1900 1350 1050 | waste: 0/4300
33: 1250 1350 1700 | waste: 0/4300
34: 2250 2050 | waste: 0/4300
35: 2100 2000 | waste: 200/4300
36: 2250 2050 | waste: 0/4300
37: 1250 1900 1150 | waste: 0/4300
38: 1250 2000 1050 | waste: 0/4300
39: 1200 1900 1200 | waste: 0/4300
40: 1850 1100 1350 | waste: 0/4300
41: 1300 1900 1100 | waste: 0/4300
42: 1100 1850 1350 | waste: 0/4300
43: 2050 2250 | waste: 0/4300
44: 2000 1100 1200 | waste: 0/4300
45: 1100 2000 1200 | waste: 0/4300
46: 1300 1350 1650 | waste: 0/4300
47: 2250 2050 | waste: 0/4300
48: 2350 1950 | waste: 0/4300
49: 1900 1200 1200 | waste: 0/4300
50: 1900 1950 | waste: 450/4300
51: 1250 1850 1200 | waste: 0/4300
52: 1200 1250 1850 | waste: 0/4300
fitness: 0.855034 total_wastage: 11370 found at: 580

result 12
0: 2050 2250 | waste: 0/4300
1: 2000 2220 | waste: 80/4300
2: 1850 1850 | waste: 600/4300
3: 1950 1950 | waste: 400/4300
4: 2000 2220 | waste: 80/4300
5: 1200 1850 1250 | waste: 0/4300
6: 1850 1850 | waste: 600/4300
7: 2100 1150 1050 | waste: 0/4300
8: 1100 1350 1850 | waste: 0/4300
9: 1100 2050 1150 | waste: 0/4300
10: 1200 1900 1200 | waste: 0/4300
11: 1850 1850 | waste: 600/4300
12: 1850 1850 | waste: 600/4300
13: 1700 1650 | waste: 950/4300
14: 1100 1100 2100 | waste: 0/4300
15: 1350 1700 1250 | waste: 0/4300
16: 2000 2000 | waste: 300/4300
17: 2000 2000 | waste: 300/4300
18: 2250 2050 | waste: 0/4300
19: 1900 1900 | waste: 500/4300
20: 2350 1950 | waste: 0/4300
21: 2000 2000 | waste: 300/4300
22: 2100 2100 | waste: 100/4300
23: 2100 2100 | waste: 100/4300
24: 2220 2050 | waste: 30/4300
25: 1200 1900 1200 | waste: 0/4300
26: 1350 1250 1700 | waste: 0/4300
27: 1150 1900 1250 | waste: 0/4300
28: 1900 1900 | waste: 500/4300
29: 1950 1150 1200 | waste: 0/4300
30: 2050 2250 | waste: 0/4300
31: 1050 1300 1950 | waste: 0/4300
32: 2000 2220 | waste: 80/4300
33: 2100 2100 | waste: 100/4300
34: 2100 2100 | waste: 100/4300
35: 1900 1050 1350 | waste: 0/4300
36: 1900 1900 | waste: 500/4300
37: 2000 2000 | waste: 300/4300
38: 1900 1900 | waste: 500/4300
39: 1350 1700 1250 | waste: 0/4300
40: 1300 1350 1650 | waste: 0/4300
41: 1950 2350 | waste: 0/4300
42: 1350 | waste: 2950/4300
43: 1350 1850 1100 | waste: 0/4300
44: 1900 1200 1200 | waste: 0/4300
45: 1850 2100 | waste: 350/4300
46: 2250 2050 | waste: 0/4300
47: 1900 1300 1100 | waste: 0/4300
48: 2100 2100 | waste: 100/4300
49: 1100 2100 1100 | waste: 0/4300
50: 1700 1350 1250 | waste: 0/4300
51: 1900 1200 1200 | waste: 0/4300
52: 2100 1850 | waste: 350/4300
fitness: 0.854919 total_wastage: 11370 found at: 992

result 13
0: 2050 2220 | waste: 30/4300
1: 1850 1850 | waste: 600/4300
2: 1650 1650 | waste: 1000/4300
3: 1900 1900 | waste: 500/4300
4: 2100 2100 | waste: 100/4300
5: 1950 1950 | waste: 400/4300
6: 1950 2350 | waste: 0/4300
7: 1300 | waste: 3000/4300
8: 2220 2000 | waste: 80/4300
9: 1850 1850 | waste: 600/4300
10: 2220 2000 | waste: 80/4300
11: 1900 1900 | waste: 500/4300
12: 2100 2100 | waste: 100/4300
13: 1900 1900 | waste: 500/4300
14: 1250 2000 1050 | waste: 0/4300
15: 1150 1850 1300 | waste: 0/4300
16: 2000 1950 | waste: 350/4300
17: 2250 2050 | waste: 0/4300
18: 1250 1900 1150 | waste: 0/4300
19: 1950 2350 | waste: 0/4300
20: 2220 2000 | waste: 80/4300
21: 1850 1200 1250 | waste: 0/4300
22: 1100 2050 1150 | waste: 0/4300
23: 1200 1900 1200 | waste: 0/4300
24: 1850 1350 1100 | waste: 0/4300
25: 1850 1850 | waste: 600/4300
26: 1200 1900 1200 | waste: 0/4300
27: 2100 2100 | waste: 100/4300
28: 1850 1100 1350 | waste: 0/4300
29: 1900 1100 1300 | waste: 0/4300
30: 1350 1700 1250 | waste: 0/4300
31: 1050 1900 1350 | waste: 0/4300
32: 1850 1900 | waste: 550/4300
33: 1700 1250 1350 | waste: 0/4300
34: 2000 2000 | waste: 300/4300
35: 1850 1200 1250 | waste: 0/4300
36: 1350 1100 1850 | waste: 0/4300
37: 2000 2100 | waste: 200/4300
